body_part,equipment,name,target,secondary_muscles_full,difficulty,sets,reps
upper body,"kettlebell, bench (incline)",single arm kettlebell spider curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,3,10-12
upper body,"kettlebell, bench (flat)",double kettlebell bottoms up bench press,pectorals,"pectoralis major, triceps brachii",beginner,2,10-12
full body,kettlebell,single arm kettlebell suitcase deadlift,back,"latissimus dorsi, obliques",beginner,3,10-12
full body,kettlebell,single arm kettlebell clean,glutes,gluteus maximus,intermediate,4,15-18
full body,kettlebell,single arm kettlebell clean to overhead press,shoulders,"anterior deltoids, gluteus maximus",intermediate,3,15-18
upper body,dumbbell,alternating single arm dumbbell pendlay row,back,"latissimus dorsi, biceps brachii",beginner,3,12-15
upper body,"kettlebell, bench (flat)",alternating double kettlebell bottoms up bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,12-15
full body,kettlebell,single arm kettlebell snatch,shoulders,"anterior deltoids, gluteus maximus",intermediate,3,15-18
full body,kettlebell,kettlebell sumo deadlift,back,"latissimus dorsi, gluteus maximus, biceps femoris",beginner,2,12-15
full body,kettlebell,single arm kettlebell turkish get up,abdominals,"obliques, rectus abdominis",intermediate,3,12-15
lower body,kettlebell,kettlebell goblet squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,12-15
lower body,kettlebell,single arm kettlebell overhead squat,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,3,12-15
lower body,kettlebell,double kettlebell front rack alternating cossack squat,quadriceps,"quadriceps femoris, adductor magnus, gluteus maximus",beginner,3,12-15
upper body,"kettlebell, bench (flat)",single arm kettlebell bottoms up bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,12-15
core,kettlebell,single arm kettlebell turkish sit up,abdominals,"rectus abdominis, anterior deltoids, iliopsoas",intermediate,4,15-18
core,kettlebell,double kettlebell turkish sit up,abdominals,"rectus abdominis, anterior deltoids, iliopsoas",intermediate,4,15-18
full body,kettlebell,double kettlebell turkish sit up to z press,abdominals,"rectus abdominis, anterior deltoids",intermediate,4,12-15
lower body,kettlebell,double kettlebell bottoms up front rack alternating cossack squat,quadriceps,"quadriceps femoris, adductor magnus, gluteus maximus",intermediate,4,12-15
full body,kettlebell,double kettlebell swing,glutes,"gluteus maximus, biceps femoris",intermediate,3,12-15
lower body,kettlebell,double kettlebell front rack squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,3,10-12
lower body,kettlebell,single arm kettlebell front rack squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,10-12
lower body,kettlebell,single arm kettlebell front rack contralateral split squat,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,2,10-12
full body,kettlebell,single arm kettlebell front rack carry,abdominals,rectus abdominis,beginner,3,10-12
lower body,kettlebell,double kettlebell bottoms up overhead alternating cossack squat,quadriceps,"quadriceps femoris, adductor magnus, gluteus maximus",advanced,4,8-10
full body,kettlebell,single arm kettlebell squat clean,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,3,15-18
upper body,"kettlebell, bench (flat)",double kettlebell prone row,back,latissimus dorsi,beginner,3,12-15
full body,kettlebell,single arm kettlebell bottoms up front rack carry,abdominals,rectus abdominis,intermediate,3,15-18
full body,kettlebell,double kettlebell bottoms up front rack carry,abdominals,rectus abdominis,intermediate,4,15-18
lower body,kettlebell,double kettlebell bottoms up overhead walking lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,15-18
lower body,kettlebell,single arm kettlebell bottoms up front rack walking lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,12-15
upper body,"kettlebell, bench (flat)",alternating double kettlebell prone row,back,latissimus dorsi,beginner,3,12-15
lower body,kettlebell,double kettlebell single leg romanian deadlift ,hamstrings,"biceps femoris, gluteus maximus, obliques",intermediate,4,12-15
lower body,kettlebell,double kettlebell romanian deadlift ,hamstrings,"biceps femoris, gluteus maximus, erector spinae",beginner,3,12-15
lower body,kettlebell,single arm kettlebell contralateral single leg romanian deadlift,hamstrings,"biceps femoris, gluteus maximus, obliques",intermediate,4,15-18
lower body,kettlebell,single arm kettlebell bottoms up overhead squat,quadriceps,"quadriceps femoris, gluteus maximus",advanced,5,8-10
upper body,"kettlebell, bench (flat)",single arm kettlebell prone row,back,latissimus dorsi,beginner,3,10-12
full body,parallette bars,parallette tuck planche,abdominals,"rectus abdominis, biceps brachii",advanced,5,8-10
upper body,macebell,macebell offset bicep curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,3,10-12
upper body,"kettlebell, bench (decline)",double kettlebell bottoms up decline bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
core,parallette bars,parallette l sit to tuck planche,abdominals,rectus abdominis,advanced,4,8-10
upper body,"kettlebell, bench (decline)",alternating double kettlebell bottoms up decline bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
core,landmine,landmine standing oblique twist,abdominals,obliques,intermediate,4,12-15
core,cable,cable rope tall kneeling high to low chop,abdominals,"obliques, rectus abdominis",intermediate,3,15-18
core,parallette bars,single arm parallette plank,abdominals,rectus abdominis,intermediate,4,12-15
core,suspension trainer,single arm suspension plank,abdominals,rectus abdominis,intermediate,4,12-15
core,battle ropes,battle rope russian twist,abdominals,"obliques, rectus abdominis, iliopsoas",beginner,2,12-15
core,bodyweight,bodyweight bird dog knee to elbow,abdominals,"rectus abdominis, obliques, gluteus maximus",beginner,2,12-15
core,slam ball,slam ball feet elevated russian twist,abdominals,"obliques, rectus abdominis, iliopsoas",intermediate,3,15-18
core,medicine ball,medicine ball feet elevated russian twist,abdominals,"obliques, rectus abdominis, iliopsoas",beginner,3,12-15
upper body,"dumbbell, bench (flat)",alternating double dumbbell prone row,back,latissimus dorsi,beginner,3,12-15
core,bodyweight,bodyweight forearm plank alternating knee to elbow,abdominals,rectus abdominis,intermediate,3,12-15
core,bodyweight,bodyweight loaded beast to alternating kick through,abdominals,rectus abdominis,intermediate,4,12-15
upper body,"dumbbell, bench (flat)",single arm dumbbell prone row,back,latissimus dorsi,beginner,3,10-12
full body,kettlebell,double kettlebell clean,glutes,gluteus maximus,intermediate,4,15-18
full body,kettlebell,double kettlebell snatch,glutes,"gluteus maximus, anterior deltoids ",intermediate,4,12-15
core,battle ropes,battle rope feet elevated russian twist,abdominals,"obliques, rectus abdominis, iliopsoas",intermediate,3,12-15
core,superband,superband dead bug,abdominals,"rectus abdominis, obliques, rectus femoris",beginner,2,10-12
core,parallette bars,parallette v sit,abdominals,rectus abdominis,advanced,4,8-10
upper body,dumbbell,single arm dumbbell pendlay row,back,"latissimus dorsi, biceps brachii",beginner,2,10-12
upper body,"kettlebell, bench (decline)",single arm kettlebell bottoms up decline bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,12-15
full body,kettlebell,double kettlebell split jerk,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",intermediate,4,15-18
full body,kettlebell,double kettlebell high pull,shoulders,posterior deltoids,intermediate,4,15-18
core,superband,superband pallof press,abdominals,"obliques, rectus abdominis",beginner,3,12-15
core,superband,superband half kneeling pallof press,abdominals,"obliques, rectus abdominis",beginner,2,10-12
lower body,superband,superband single leg standing bent knee hip external rotation,glutes,"gluteus maximus, gluteus medius, gluteus minimus",beginner,3,12-15
upper body,macebell,macebell reverse grip offset bicep curl,forearms,"brachioradialis, biceps brachii, brachialis",beginner,3,10-12
upper body,gymnastic rings,ring archer row,shoulders,posterior deltoids,beginner,3,12-15
full body,landmine,single arm landmine row to rotational shoulder press,shoulders,"anterior deltoids, triceps brachii",intermediate,3,12-15
lower body,bodyweight,bodyweight hand assisted skater squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,12-15
lower body,superband,superband pull through,glutes,gluteus maximus,beginner,3,12-15
lower body,miniband,miniband quadruped hip extension,glutes,gluteus maximus,beginner,3,10-12
lower body,cable,cable hip adduction,adductors,adductor magnus,beginner,3,12-15
core,superband,superband tall kneeling pallof press,abdominals,"obliques, rectus abdominis",beginner,3,10-12
lower body,sliders,slider eccentric hamstring curl,hamstrings,"biceps femoris, gluteus maximus",beginner,2,10-12
lower body,landmine,landmine low hold lateral lunge,quadriceps,"quadriceps femoris, gluteus maximus, adductor magnus",beginner,2,12-15
full body,kettlebell,double kettlebell sumo deadlift,back,"latissimus dorsi, gluteus maximus, biceps femoris",beginner,3,12-15
upper body,sliders,slider kneeling reach push up,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
core,"sliders, parallette bars",slider parallette knee tuck,abdominals,rectus abdominis,beginner,2,12-15
upper body,superband,superband shoulder dislocates,shoulders,"posterior deltoids, supraspinatus, teres minor",beginner,2,12-15
upper body,superband,superband alternating shoulder dislocates,shoulders,"posterior deltoids, supraspinatus, teres minor",beginner,2,10-12
upper body,superband,superband prone shoulder dislocates,shoulders,"posterior deltoids, supraspinatus, teres minor",beginner,2,12-15
core,gymnastic rings,ring l sit,abdominals,rectus abdominis,advanced,5,8-10
upper body,resistance band,resistance band prone shoulder dislocates,shoulders,"posterior deltoids, supraspinatus, teres minor",beginner,3,10-12
upper body,resistance band,resistance band alternating shoulder dislocates,shoulders,"posterior deltoids, supraspinatus, teres minor",beginner,2,12-15
upper body,"cable, bench (incline)",cable straight bar spider curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,12-15
lower body,kettlebell,double kettlebell bottoms up front rack squat,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,4,12-15
lower body,"barbell, slant board",barbell back rack cyclist squat,quadriceps,"quadriceps femoris, gluteus maximus, soleus",intermediate,4,15-18
core,"bodyweight, gravity boots",gravity boots inverted sit up,abdominals,rectus abdominis,advanced,4,10-12
lower body,kettlebell,double kettlebell front rack knee over toe split squat,quadriceps,"quadriceps femoris, gluteus maximus, soleus",beginner,2,12-15
lower body,kettlebell,double kettlebell overhead knee over toe split squat,quadriceps,"quadriceps femoris, gluteus maximus, soleus",intermediate,3,15-18
lower body,"barbell, plyo box",barbell back rack step up,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,12-15
lower body,"barbell, plyo box",barbell front rack step up,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,12-15
core,barbell,barbell standing rollout,abdominals,"rectus abdominis, latissimus dorsi, serratus anterior",advanced,4,8-10
core,"stability ball, cable",stability ball cable russian twist,abdominals,"obliques, rectus abdominis, iliopsoas",beginner,3,10-12
lower body,miniband,miniband frog pump,glutes,"gluteus maximus, biceps femoris, adductor magnus",beginner,2,10-12
lower body,miniband,miniband knee hover quadruped fire hydrant,glutes,"gluteus maximus, gluteus medius, gluteus minimus",advanced,4,10-12
lower body,bodyweight,bodyweight fire hydrant,glutes,"gluteus maximus, gluteus medius, gluteus minimus",beginner,3,10-12
lower body,bodyweight,bodyweight knee hover quadruped fire hydrant,glutes,"gluteus maximus, gluteus medius, gluteus minimus",intermediate,4,15-18
upper body,"dumbbell, bench (incline)",dumbbell crush grip spider curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,10-12
upper body,"dumbbell, bench (incline)",alternating double dumbbell spider curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,3,12-15
lower body,"bodyweight, bench (flat)",bodyweight bent knee copenhagen plank side raise,adductors,adductor magnus,intermediate,3,12-15
core,bodyweight,bodyweight kneeling side plank,abdominals,"obliques, rectus abdominis",beginner,2,12-15
lower body,bodyweight,bodyweight wall assisted hip airplane,glutes,"gluteus medius, gluteus minimus",intermediate,4,15-18
lower body,superband,superband single leg tibialis raise,shins,"tibialis anterior, extensor digitorum longus, extensor hallucis longus",beginner,3,10-12
lower body,barbell,barbell zercher squat,quadriceps,"quadriceps femoris, gluteus maximus",advanced,4,10-12
full body,barbell,barbell squat snatch,quadriceps,"quadriceps femoris, quadriceps femoris",advanced,5,8-10
upper body,"kettlebell, bench (incline)",alternating double kettlebell spider curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,3,10-12
full body,barbell,barbell squat clean to split jerk,shoulders,"anterior deltoids, gluteus maximus",advanced,5,10-12
upper body,sliders,slider kneeling alternating reach push up,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
full body,barbell,barbell hang squat clean to thruster,shoulders,"anterior deltoids, quadriceps femoris",advanced,5,10-12
full body,barbell,barbell squat clean to thruster,shoulders,"anterior deltoids, quadriceps femoris",advanced,5,10-12
lower body,"bodyweight, bench (flat)",bodyweight copenhagen plank,adductors,adductor magnus,beginner,2,10-12
lower body,"bodyweight, bench (flat)",bodyweight bent knee copenhagen plank,adductors,adductor magnus,beginner,3,10-12
